Symbol,Name,Sector
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,
STAY,Extended Stay America Inc. Paired Shares,Consumer Services
STBA,S&T Bancorp Inc. Common Stock,Finance
STC,Stewart Information Services Corporation Common Stock,Finance
STCN,Steel Connect Inc. Common Stock,Miscellaneous
STE,STERIS plc (Ireland) Ordinary Shares,Health Care
STEP,StepStone Group Inc. Class A Common Stock,Finance
STFC,State Auto Financial Corporation Common Stock,Finance
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,Consumer Services
STIC,Northern Star Acquisition Corp. Class A Common Stock,Consumer Services
STIM,Neuronetics Inc. Common Stock,Health Care
STK,Columbia Seligman Premium Technology Growth Fund Inc,
STKL,SunOpta Inc. Common Stock,Consumer Services
STKS,The ONE Group Hospitality Inc. Common Stock,Consumer Services
STL,Sterling Bancorp,Finance
STL^A,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,Finance
STLA,Stellantis N.V. Common Shares,
STLD,Steel Dynamics Inc.,Basic Industries
STM,STMicroelectronics N.V. Common Stock,Technology
STMP,Stamps.com Inc.  Common Stock ($0.001 Par Value),Miscellaneous
STN,Stantec Inc Common Stock,Consumer Services
STND,Standard AVB Financial Corp. Common Stock,Finance
STNE,StoneCo Ltd. Class A Common Shares,Technology
STNG,Scorpio Tankers Inc. Common Shares,Transportation
STOK,Stoke Therapeutics Inc. Common Stock,Health Care
STON,StoneMor Inc. Common Stock,Consumer Services
STOR,STORE Capital Corporation Common Stock,Consumer Services
STPC,Star Peak Corp II Class A Common Stock,Finance
STPK,Star Peak Energy Transition Corp. Class A Common Stock,Miscellaneous
STRA,Strategic Education Inc. Common Stock,Consumer Services
STRL,Sterling Construction Company Inc Common Stock,Basic Industries
STRM,Streamline Health Solutions Inc. Common Stock,Technology
STRO,Sutro Biopharma Inc. Common Stock,Health Care
STRR,Star Equity Holdings Inc. Common Stock,Health Care
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,Health Care
STRS,Stratus Properties Inc. Common Stock,Consumer Services
STRT,STRATTEC SECURITY CORPORATION Common Stock,Capital Goods
STSA,Satsuma Pharmaceuticals Inc. Common Stock,Health Care
STT,State Street Corporation Common Stock,Finance
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,
STTK,Shattuck Labs Inc. Common Stock,Health Care
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Consumer Services
STWO,ACON S2 Acquisition Corp. Class A Ordinary Shares,Finance
STWOU,ACON S2 Acquisition Corp. Unit,Finance
STWOW,ACON S2 Acquisition Corp. Warrant,Finance
STX,Seagate Technology PLC Ordinary Shares (Ireland),Technology
STXB,Spirit of Texas Bancshares Inc. Common Stock,Finance
STXS,Stereotaxis Inc. Common Stock,Health Care
STZ,Constellation Brands Inc. Common Stock,Consumer Non-Durables
STZ/B,Constellation Brands Inc,
SU,Suncor Energy  Inc. Common Stock,Energy
SUI,Sun Communities Inc. Common Stock,Consumer Services
SULR,SmartETFs Sustainable Energy II ETF,
SUM,Summit Materials Inc. Class A Common Stock,Basic Industries
SUMO,Sumo Logic Inc. Common Stock,Technology
SUMR,Summer Infant Inc. Common Stock,Consumer Durables
SUN,Sunoco LP Common Units representing limited partner interests,Energy
SUNS,SLR Senior Investment Corp. Common Stock,
SUNW,Sunworks Inc. Common Stock,Public Utilities
SUP,Superior Industries International Inc. Common Stock (DE),Capital Goods
SUPN,Supernus Pharmaceuticals Inc. Common Stock,Health Care
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Finance
SURF,Surface Oncology Inc. Common Stock,Health Care
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Industries
SV,Spring Valley Acquisition Corp. Class A Ordinary Share,Finance
SVAC,Starboard Value Acquisition Corp. Class A Common Stock,Finance
SVACU,Starboard Value Acquisition Corp. Unit,Finance
SVACW,Starboard Value Acquisition Corp. Warrant,Finance
SVAL,iShares US Small Cap Value Factor ETF,
SVBI,Severn Bancorp Inc,Finance
SVC,Service Properties Trust Common Stock,Consumer Services
SVFA,SVF Investment Corp. Class A Ordinary Shares,Finance
SVFAU,SVF Investment Corp. Unit,Finance
SVFAW,SVF Investment Corp. Warrant,Finance
SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,Finance
SVFC,SVF Investment Corp. 3 Class A Ordinary Shares,Finance
SVM,Silvercorp Metals Inc. Common Shares,Basic Industries
SVMK,SVMK Inc. Common Stock,Technology
SVOK,Seven Oaks Acquisition Corp. Class A Common Stock,Finance
SVOKU,Seven Oaks Acquisition Corp. Unit,Finance
SVOKW,Seven Oaks Acquisition Corp. Warrant,Finance
SVRA,Savara Inc. Common Stock,Health Care
SVSVU,Spring Valley Acquisition Corp. Unit,Finance
SVSVW,Spring Valley Acquisition Corp. Warrant,Finance
SVT,Servotronics Inc. Common Stock,Capital Goods
SVVC,Firsthand Technology Value Fund Inc. Common Stock,
SWAV,ShockWave Medical Inc. Common Stock,Health Care
SWBI,Smith & Wesson Brands Inc. Common Stock,Capital Goods
SWBK,Switchback II Corporation Class A Ordinary Shares,Finance
SWCH,Switch Inc. Class A Common Stock,Technology
SWET,Athlon Acquisition Corp. Class A Common stock,Finance
SWETU,Athlon Acquisition Corp. Unit,Finance
SWETW,Athlon Acquisition Corp. Warrant,Finance
SWI,SolarWinds Corporation Common Stock,Technology
SWIR,Sierra Wireless Inc. Common Stock,Technology
SWK,Stanley Black & Decker Inc. Common Stock,Capital Goods
SWKH,SWK Holdings Corporation Common Stock,Finance
SWKS,Skyworks Solutions Inc. Common Stock,Technology
SWM,Schweitzer-Mauduit International Inc. Common Stock,Basic Industries
SWN,Southwestern Energy Company Common Stock,Energy
SWT,Stanley Black & Decker Inc. Corporate Unit,Capital Goods
SWTX,SpringWorks Therapeutics Inc. Common Stock,Health Care
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Public Utilities
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,
SXC,SunCoke Energy Inc. Common Stock,Basic Industries
SXI,Standex International Corporation Common Stock,Technology
SXT,Sensient Technologies Corporation Common Stock,Basic Industries
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,Health Care
SY,So-Young International Inc. American Depository Shares,Technology
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance
SYBX,Synlogic Inc. Common Stock,Health Care
SYF,Synchrony Financial Common Stock,Finance
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,
SYK,Stryker Corporation Common Stock,Health Care
SYKE,Sykes Enterprises Incorporated Common Stock,Technology
SYN,Synthetic Biologics Inc. Common Stock,Health Care
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology
SYNC,Synacor Inc. Common Stock,Technology
SYNH,Syneos Health Inc. Class A Common Stock,Health Care
SYNL,Synalloy Corporation Common Stock,Basic Industries
SYPR,Sypris Solutions Inc. Common Stock,Capital Goods
SYRS,Syros Pharmaceuticals Inc. Common Stock,Health Care
SYTA,Siyata Mobile Inc. Common Shares,Public Utilities
SYTAW,Siyata Mobile Inc. Warrant,Public Utilities
SYX,Systemax Inc. Common Stock,Capital Goods
SYY,Sysco Corporation Common Stock,Consumer Non-Durables
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,
T,AT&T Inc.,Public Utilities
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,
TA,TravelCenters of America Inc. Common Stock,Consumer Durables
TAC,TransAlta Corporation Ordinary Shares,Public Utilities
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,Finance
TACO,Del Taco Restaurants Inc. Common Stock,Consumer Services
TACT,TransAct Technologies Incorporated Common Stock,Technology
TAEQ,Trend Aggregation U.S. ETF,
TAIT,Taitron Components Incorporated Class A Common Stock,Technology
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Health Care
TAL,TAL Education Group American Depositary Shares,Consumer Services
TALO,Talos Energy Inc. Common Stock,Energy
TANH,Tantech Holdings Ltd. Common Stock,Basic Industries
TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,Consumer Durables
TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,Consumer Durables
TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,Consumer Durables
TAOP,Taoping Inc. Ordinary Shares ,Technology
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Non-Durables
TARA,Protara Therapeutics Inc.  Common Stock,Health Care
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Health Care
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care
TAST,Carrols Restaurant Group Inc. Common Stock,Consumer Services
TATT,TAT Technologies Ltd. Ordinary Shares,Capital Goods
TAYD,Taylor Devices Inc. Common Stock,Capital Goods
TBA,Thoma Bravo Advantage Class A Ordinary Shares,Finance
TBB,AT&T Inc. 5.350% Global Notes due 2066,Public Utilities
TBBK,The Bancorp Inc Common Stock,Finance
TBC,AT&T Inc. 5.625% Global Notes due 2067,Public Utilities
TBCPU,Thunder Bridge Capital Partners III Inc. Units,Finance
TBI,TrueBlue Inc. Common Stock,Technology
TBIO,Translate Bio Inc. Common Stock,Health Care
TBJL,Innovator 20  Year Treasury Bond 9 Buffer ETF - July,
TBK,Triumph Bancorp Inc. Common Stock,Finance
TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance
TBLT,ToughBuilt Industries Inc. Common Stock,Capital Goods
TBLTW,ToughBuilt Industries Inc. Warrant,Capital Goods
TBNK,Territorial Bancorp Inc. Common Stock,Finance
TBPH,Theravance Biopharma Inc. Ordinary Shares,Health Care
TBSAU,TB SA Acquisition Corp Unit,
TC,TuanChe Limited American Depositary Shares,Miscellaneous
TCACU,Tuatara Capital Acquisition Corporation Unit,Finance
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance
TCBIL,Texas Capital Bancshares Inc. 6.50% Subordinated Notes due 2042,Finance
TCBIP,Texas Capital Bancshares Inc. Non Cumulative Preferred Perpetual Stock Series A,Finance
TCBK,TriCo Bancshares Common Stock,Finance
TCDA,Tricida Inc. Common Stock,Health Care
TCF,TCF Financial Corporation Common Stock,Finance
TCFC,The Community Financial Corporation Common Stock,Finance
TCFCP,TCF Financial Corporation Depositary Shares representing 5.70% Series C Non-Cumulative Preferred Stock,Finance
TCI,Transcontinental Realty Investors Inc. Common Stock,Consumer Services
TCMD,Tactile Systems Technology Inc. Common Stock,Health Care
TCOM,Trip.com Group Limited American Depositary Shares,Miscellaneous
TCON,TRACON Pharmaceuticals Inc. Common Stock,Health Care
TCPC,BlackRock TCP Capital Corp. Common Stock,
TCRR,TCR2 Therapeutics Inc. Common Stock,Health Care
TCS,Container Store (The) Common Stock,Consumer Services
TCX,Tucows Inc. Class A Common Stock,Technology
TD,Toronto Dominion Bank (The) Common Stock,Finance
TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,Public Utilities
TDAC,Trident Acquisitions Corp. Common Stock,Finance
TDACU,Trident Acquisitions Corp. Units,Finance
TDACW,Trident Acquisitions Corp. Warrants,Finance
TDC,Teradata Corporation Common Stock,Technology
TDE,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059,Public Utilities
TDF,Templeton Dragon Fund Inc. Common Stock,
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,Capital Goods
TDI,Telephone and Data Systems Inc. Sr Nt,Public Utilities
TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,Public Utilities
TDOC,Teladoc Health Inc. Common Stock,Health Care
TDS,Telephone and Data Systems Inc. Common Shares,Public Utilities
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,
TDW,Tidewater Inc. Common Stock,Consumer Services
TDY,Teledyne Technologies Incorporated Common Stock,Capital Goods
TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,Technology
TECH,Bio-Techne Corp Common Stock,Health Care
TECK,Teck Resources Ltd Ordinary Shares,Basic Industries
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance
TEDU,Tarena International Inc. American Depositary Shares,Consumer Services
TEF,Telefonica SA Common Stock,Public Utilities
TEGS,Trend Aggregation ESG ETF,
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,
TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,Finance
TEKKU,Tekkorp Digital Acquisition Corp. Unit,Finance
TEKKW,Tekkorp Digital Acquisition Corp. Warrant,Finance
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Technology
TELA,TELA Bio Inc. Common Stock,Health Care
TELL,Tellurian Inc. Common Stock,Energy
TEN,Tenneco Inc. Class A Voting Common Stock,Capital Goods
TENB,Tenable Holdings Inc. Common Stock,Technology
TENX,Tenax Therapeutics Inc. Common Stock,Health Care
TEO,Telecom Argentina SA,Public Utilities
TER,Teradyne Inc. Common Stock,Capital Goods
TERN,Terns Pharmaceuticals Inc. Common Stock,Health Care
TESS,TESSCO Technologies Incorporated Common Stock,Technology
TETCU,Tech and Energy Transition Corporation Unit,Finance
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Health Care
TEX,Terex Corporation Common Stock,Capital Goods
TFC,Truist Financial Corporation Common Stock,Finance
TFC^H,Truist Financial Corporation Series H ,
TFC^I,Truist Financial Corporation Depositary Shares,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,
TFFP,TFF Pharmaceuticals Inc. Common Stock,Health Care
TFII,TFI International Inc. Common Shares,
TFJL,Innovator 20  Year Treasury Bond 5 Floor ETF - July,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,
TFSL,TFS Financial Corporation Common Stock,Finance
TFX,Teleflex Incorporated Common Stock,Health Care
TG,Tredegar Corporation Common Stock,Capital Goods
TGA,TransGlobe Energy Corporation Ordinary Shares (Canada),Energy
TGB,Taseko Mines Ltd. Common Stock,Basic Industries
TGH,Textainer Group Holdings Limited Common Shares,Technology
TGI,Triumph Group Inc. Common Stock,Capital Goods
TGLS,Tecnoglass Inc. Ordinary Shares,Consumer Durables
TGNA,TEGNA Inc,Consumer Services
TGP,Teekay LNG Partners L.P.,Consumer Services
TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,
TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Public Utilities
TGT,Target Corporation Common Stock,Consumer Services
TGTX,TG Therapeutics Inc. Common Stock,Health Care
TH,Target Hospitality Corp. Common Stock,Consumer Services
THBR,Thunder Bridge Acquisition II Ltd. Class A Ordinary Shares,Finance
THBRU,Thunder Bridge Acquisition II Ltd. Units,Finance
THBRW,Thunder Bridge Acquisition II Ltd. Warrants,Finance
THC,Tenet Healthcare Corporation Common Stock,Health Care
THCA,Tuscan Holdings Corp. II Common Stock,Finance
THCAU,Tuscan Holdings Corp. II Unit,Finance
THCAW,Tuscan Holdings Corp. II Warrant,Finance
THCB,Tuscan Holdings Corp. Common Stock,Miscellaneous
THCBU,Tuscan Holdings Corp. Unit,Miscellaneous
THCBW,Tuscan Holdings Corp. Warrant,Miscellaneous
THFF,First Financial Corporation Indiana Common Stock,Finance
THG,Hanover Insurance Group Inc,Finance
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Basic Industries
THMAU,Thimble Point Acquisition Corp. Unit,Finance
THMO,ThermoGenesis Holdings Inc. Common Stock,Capital Goods
THO,Thor Industries Inc. Common Stock,Consumer Non-Durables
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,
THR,Thermon Group Holdings Inc. Common Stock,Energy
THRM,Gentherm Inc Common Stock,Capital Goods
